"BN_GRETIL
displayName","BN cat.
(key)",GRETIL Path,GRETIL fn,GRETIL link,GRETIL link text,filesize (KB),partial,extract,"alt.
vers.","niche 
doc",note,Work,Alternative Work Names,Author(s),Alternative Author Names,Work ID,Author ID,,,Inexact Matching Work Suggestions,Inexact Matching Author Suggestions,Corroborated Inexact Work ID,Corroborated Inexact Author ID,Corroborated Work ID,Corroborated Author ID,Exact Matching Work Suggestions,Exact Matching Author Suggestions
Bhagavadgita 14,GE07,2_epic/mbh/ext,bhg4c14u,bhg4c14u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/2_epic/mbh/ext/bhg4c14u.htm,67.5,y,,,,,Bhagavadgītā 14,,,,42214,—,,,"[('Bhagavadgītā', '42214', '89%'), ('Bhagavadgītāṭīkā', '101095', '77%'), ('Bhagavadgītāṭīkā', '101056', '77%'), ('Bhagavadgītāṭīkā', '101128', '77%'), ('Bhagavadgītāṭīkā', '101136', '77%'), ('Bhagavadgītāṭīkā', '101158', '77%'), ('Bhagavadgītabhāṣya', '89938', '73%'), ('Bhagavadgītabhāṣya', '109463', '73%')]",,,,,,,
Bhagavadgita 15,GE07,2_epic/mbh/ext,bhg4c15u,bhg4c15u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/2_epic/mbh/ext/bhg4c15u.htm,70.4,y,,,,,Bhagavadgītā 15,,,,42214,—,,,"[('Bhagavadgītā', '42214', '89%'), ('Bhagavadgītāṭīkā', '101095', '77%'), ('Bhagavadgītāṭīkā', '101056', '77%'), ('Bhagavadgītāṭīkā', '101128', '77%'), ('Bhagavadgītāṭīkā', '101136', '77%'), ('Bhagavadgītāṭīkā', '101158', '77%'), ('Bhagavadgītabhāṣya', '89938', '73%'), ('Bhagavadgītabhāṣya', '109463', '73%')]",,,,,,,
Bhagavadgita 16,GE07,2_epic/mbh/ext,bhg4c16u,bhg4c16u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/2_epic/mbh/ext/bhg4c16u.htm,63.8,y,,,,,Bhagavadgītā 16,,,,42214,—,,,"[('Bhagavadgītā', '42214', '89%'), ('Bhagavadgītāṭīkā', '101095', '77%'), ('Bhagavadgītāṭīkā', '101056', '77%'), ('Bhagavadgītāṭīkā', '101128', '77%'), ('Bhagavadgītāṭīkā', '101136', '77%'), ('Bhagavadgītāṭīkā', '101158', '77%'), ('Bhagavadgītabhāṣya', '89938', '73%'), ('Bhagavadgītabhāṣya', '109463', '73%')]",,,,,,,
Bhagavadgita 17,GE07,2_epic/mbh/ext,bhg4c17u,bhg4c17u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/2_epic/mbh/ext/bhg4c17u.htm,64,y,,,,,Bhagavadgītā 17,,,,42214,—,,,"[('Bhagavadgītā', '42214', '89%'), ('Bhagavadgītāṭīkā', '101095', '77%'), ('Bhagavadgītāṭīkā', '101056', '77%'), ('Bhagavadgītāṭīkā', '101128', '77%'), ('Bhagavadgītāṭīkā', '101136', '77%'), ('Bhagavadgītāṭīkā', '101158', '77%'), ('Bhagavadgītabhāṣya', '89938', '73%'), ('Bhagavadgītabhāṣya', '109463', '73%')]",,,,,,,
Bhagavadgita 18,GE07,2_epic/mbh/ext,bhg4c18u,bhg4c18u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/2_epic/mbh/ext/bhg4c18u.htm,131.3,y,,,,,Bhagavadgītā 18,,,,42214,—,,,"[('Bhagavadgītā', '42214', '89%'), ('Bhagavadgītāṭīkā', '101095', '77%'), ('Bhagavadgītāṭīkā', '101056', '77%'), ('Bhagavadgītāṭīkā', '101128', '77%'), ('Bhagavadgītāṭīkā', '101136', '77%'), ('Bhagavadgītāṭīkā', '101158', '77%'), ('Bhagavadgītabhāṣya', '89938', '73%'), ('Bhagavadgītabhāṣya', '109463', '73%')]",,,,,,,
Bhagavadgita 1,GE07,2_epic/mbh/ext,bhg4c01u,bhg4c01u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/2_epic/mbh/ext/bhg4c01u.htm,53.2,,,,y,"commentaries of Sridhara, Visvanatha and Baladeva, looks entirely possible to separate, e.g. sometimes a given commentator has ""Nothing""",Bhagavadgītā 1,,,,42214,—,,,"[('Bhagavadgītā', '42214', '92%'), ('Bhagavadgītāṭīkā', '101095', '80%'), ('Bhagavadgītāṭīkā', '101056', '80%'), ('Bhagavadgītāṭīkā', '101128', '80%'), ('Bhagavadgītāṭīkā', '101136', '80%'), ('Bhagavadgītāṭīkā', '101158', '80%'), ('Bhagavadgītabhāṣya', '89938', '75%'), ('Bhagavadgītabhāṣya', '109463', '75%')]",,,,,,,
Bhagavadgita 2,GE07,2_epic/mbh/ext,bhg4c02u,bhg4c02u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/2_epic/mbh/ext/bhg4c02u.htm,252.4,y,,,,,Bhagavadgītā 2,,,,42214,—,,,"[('Bhagavadgītā', '42214', '92%'), ('Bhagavadgītāṭīkā', '101095', '80%'), ('Bhagavadgītāṭīkā', '101056', '80%'), ('Bhagavadgītāṭīkā', '101128', '80%'), ('Bhagavadgītāṭīkā', '101136', '80%'), ('Bhagavadgītāṭīkā', '101158', '80%'), ('Bhagavadgītabhāṣya', '89938', '75%'), ('Bhagavadgītabhāṣya', '109463', '75%')]",,,,,,,
Bhagavadgita 3,GE07,2_epic/mbh/ext,bhg4c03u,bhg4c03u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/2_epic/mbh/ext/bhg4c03u.htm,141.3,y,,,,,Bhagavadgītā 3,,,,42214,—,,,"[('Bhagavadgītā', '42214', '92%'), ('Bhagavadgītāṭīkā', '101095', '80%'), ('Bhagavadgītāṭīkā', '101056', '80%'), ('Bhagavadgītāṭīkā', '101128', '80%'), ('Bhagavadgītāṭīkā', '101136', '80%'), ('Bhagavadgītāṭīkā', '101158', '80%'), ('Bhagavadgītabhāṣya', '89938', '75%'), ('Bhagavadgītabhāṣya', '109463', '75%')]",,,,,,,
Bhagavadgita 4,GE07,2_epic/mbh/ext,bhg4c04u,bhg4c04u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/2_epic/mbh/ext/bhg4c04u.htm,125.1,y,,,,,Bhagavadgītā 4,,,,42214,—,,,"[('Bhagavadgītā', '42214', '92%'), ('Bhagavadgītāṭīkā', '101095', '80%'), ('Bhagavadgītāṭīkā', '101056', '80%'), ('Bhagavadgītāṭīkā', '101128', '80%'), ('Bhagavadgītāṭīkā', '101136', '80%'), ('Bhagavadgītāṭīkā', '101158', '80%'), ('Bhagavadgītabhāṣya', '89938', '75%'), ('Bhagavadgītabhāṣya', '109463', '75%')]",,,,,,,
Bhagavadgita 5,GE07,2_epic/mbh/ext,bhg4c05u,bhg4c05u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/2_epic/mbh/ext/bhg4c05u.htm,97.5,y,,,,,Bhagavadgītā 5,,,,42214,—,,,"[('Bhagavadgītā', '42214', '92%'), ('Bhagavadgītāṭīkā', '101095', '80%'), ('Bhagavadgītāṭīkā', '101056', '80%'), ('Bhagavadgītāṭīkā', '101128', '80%'), ('Bhagavadgītāṭīkā', '101136', '80%'), ('Bhagavadgītāṭīkā', '101158', '80%'), ('Bhagavadgītabhāṣya', '89938', '75%'), ('Bhagavadgītabhāṣya', '109463', '75%')]",,,,,,,
Bhagavadgita 6,GE07,2_epic/mbh/ext,bhg4c06u,bhg4c06u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/2_epic/mbh/ext/bhg4c06u.htm,183,y,,,,,Bhagavadgītā 6,,,,42214,—,,,"[('Bhagavadgītā', '42214', '92%'), ('Bhagavadgītāṭīkā', '101095', '80%'), ('Bhagavadgītāṭīkā', '101056', '80%'), ('Bhagavadgītāṭīkā', '101128', '80%'), ('Bhagavadgītāṭīkā', '101136', '80%'), ('Bhagavadgītāṭīkā', '101158', '80%'), ('Bhagavadgītabhāṣya', '89938', '75%'), ('Bhagavadgītabhāṣya', '109463', '75%')]",,,,,,,
Bhagavadgita 7,GE07,2_epic/mbh/ext,bhg4c07u,bhg4c07u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/2_epic/mbh/ext/bhg4c07u.htm,106,y,,,,,Bhagavadgītā 7,,,,42214,—,,,"[('Bhagavadgītā', '42214', '92%'), ('Bhagavadgītāṭīkā', '101095', '80%'), ('Bhagavadgītāṭīkā', '101056', '80%'), ('Bhagavadgītāṭīkā', '101128', '80%'), ('Bhagavadgītāṭīkā', '101136', '80%'), ('Bhagavadgītāṭīkā', '101158', '80%'), ('Bhagavadgītabhāṣya', '89938', '75%'), ('Bhagavadgītabhāṣya', '109463', '75%')]",,,,,,,
Bhagavadgita 8,GE07,2_epic/mbh/ext,bhg4c08u,bhg4c08u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/2_epic/mbh/ext/bhg4c08u.htm,83,y,,,,,Bhagavadgītā 8,,,,42214,—,,,"[('Bhagavadgītā', '42214', '92%'), ('Bhagavadgītāṭīkā', '101095', '80%'), ('Bhagavadgītāṭīkā', '101056', '80%'), ('Bhagavadgītāṭīkā', '101128', '80%'), ('Bhagavadgītāṭīkā', '101136', '80%'), ('Bhagavadgītāṭīkā', '101158', '80%'), ('Bhagavadgītabhāṣya', '89938', '75%'), ('Bhagavadgītabhāṣya', '109463', '75%')]",,,,,,,
Bhagavadgita 9,GE07,2_epic/mbh/ext,bhg4c09u,bhg4c09u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/2_epic/mbh/ext/bhg4c09u.htm,117.1,y,,,,,Bhagavadgītā 9,,,,42214,—,,,"[('Bhagavadgītā', '42214', '92%'), ('Bhagavadgītāṭīkā', '101095', '80%'), ('Bhagavadgītāṭīkā', '101056', '80%'), ('Bhagavadgītāṭīkā', '101128', '80%'), ('Bhagavadgītāṭīkā', '101136', '80%'), ('Bhagavadgītāṭīkā', '101158', '80%'), ('Bhagavadgītabhāṣya', '89938', '75%'), ('Bhagavadgītabhāṣya', '109463', '75%')]",,,,,,,
Bhagavadgita,GE07,2_epic/mbh/ext,bhgce__u,bhgce__u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/2_epic/mbh/ext/bhgce__u.htm,98.1,,y,,,,Bhagavadgītā,,,,42214,—,,,,,,,,,"[('Bhagavadgītā', '42214')]",
"Bhagavata-Purana 10,29–33",GP10,3_purana/bhagp,bhpc101u,bhpc101u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/bhagp/bhpc101u.htm,73.7,y,,,y,"""the five ""rasa""-chapters"", with Sridhara's commentary Bhavarthadipika","Bhāgavata-Purāṇa 10, 29–33",,,,42357,—,,,"[('Bhāgavatapurāṇa', '42357', '68%'), ('Bhāgavatamahāpurāṇa', '112276', '62%')]",,,,,,,
Bhagavata-Purana 10,GP10,3_purana/bhagp,bhp_10u,bhp_10u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/bhagp/bhp_10u.htm,639.3,y,,,,,Bhāgavata-Purāṇa 10,,,,42357,—,,,"[('Bhāgavatapurāṇa', '42357', '82%'), ('Bhāgavatamahāpurāṇa', '112276', '74%'), ('Brahmavaivarta Purāṇa', '109843', '65%')]",,,,,,,
Bhagavata-Purana 11,GP10,3_purana/bhagp,bhp_11u,bhp_11u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/bhagp/bhp_11u.htm,213.6,y,,,,,Bhāgavata-Purāṇa 11,,,,42357,—,,,"[('Bhāgavatapurāṇa', '42357', '82%'), ('Bhāgavatamahāpurāṇa', '112276', '74%'), ('Brahmavaivarta Purāṇa', '109843', '65%')]",,,,,,,
Bhagavata-Purana 12,GP10,3_purana/bhagp,bhp_12u,bhp_12u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/bhagp/bhp_12u.htm,88.2,y,,,,,Bhāgavata-Purāṇa 12,,,,42357,—,,,"[('Bhāgavatapurāṇa', '42357', '82%'), ('Bhāgavatamahāpurāṇa', '112276', '74%'), ('Brahmavaivarta Purāṇa', '109843', '65%')]",,,,,,,
Bhagavata-Purana 1,GP10,3_purana/bhagp,bhp_01u,bhp_01u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/bhagp/bhp_01u.htm,125,,,,,,Bhāgavata-Purāṇa 1,,,,42357,—,,,"[('Bhāgavatapurāṇa', '42357', '85%'), ('Bhāgavatamahāpurāṇa', '112276', '76%'), ('Brahmavaivarta Purāṇa', '109843', '67%')]",,,,,,,
Bhagavata-Purana 2,GP10,3_purana/bhagp,bhp_02u,bhp_02u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/bhagp/bhp_02u.htm,64.4,y,,,,,Bhāgavata-Purāṇa 2,,,,42357,—,,,"[('Bhāgavatapurāṇa', '42357', '85%'), ('Bhāgavatamahāpurāṇa', '112276', '76%'), ('Brahmavaivarta Purāṇa', '109843', '67%')]",,,,,,,
Bhagavata-Purana 3,GP10,3_purana/bhagp,bhp_03u,bhp_03u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/bhagp/bhp_03u.htm,228.9,y,,,,,Bhāgavata-Purāṇa 3,,,,42357,—,,,"[('Bhāgavatapurāṇa', '42357', '85%'), ('Bhāgavatamahāpurāṇa', '112276', '76%'), ('Brahmavaivarta Purāṇa', '109843', '67%')]",,,,,,,
Bhagavata-Purana 4,GP10,3_purana/bhagp,bhp_04u,bhp_04u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/bhagp/bhp_04u.htm,230.5,y,,,,,Bhāgavata-Purāṇa 4,,,,42357,—,,,"[('Bhāgavatapurāṇa', '42357', '85%'), ('Bhāgavatamahāpurāṇa', '112276', '76%'), ('Brahmavaivarta Purāṇa', '109843', '67%')]",,,,,,,
Bhagavata-Purana 5,GP10,3_purana/bhagp,bhp_05u,bhp_05u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/bhagp/bhp_05u.htm,146.9,y,,,,,Bhāgavata-Purāṇa 5,,,,42357,—,,,"[('Bhāgavatapurāṇa', '42357', '85%'), ('Bhāgavatamahāpurāṇa', '112276', '76%'), ('Brahmavaivarta Purāṇa', '109843', '67%')]",,,,,,,
Bhagavata-Purana 6,GP10,3_purana/bhagp,bhp_06u,bhp_06u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/bhagp/bhp_06u.htm,131.2,y,,,,,Bhāgavata-Purāṇa 6,,,,42357,—,,,"[('Bhāgavatapurāṇa', '42357', '85%'), ('Bhāgavatamahāpurāṇa', '112276', '76%'), ('Brahmavaivarta Purāṇa', '109843', '67%')]",,,,,,,
Bhagavata-Purana 7,GP10,3_purana/bhagp,bhp_07u,bhp_07u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/bhagp/bhp_07u.htm,118.2,y,,,,,Bhāgavata-Purāṇa 7,,,,42357,—,,,"[('Bhāgavatapurāṇa', '42357', '85%'), ('Bhāgavatamahāpurāṇa', '112276', '76%'), ('Brahmavaivarta Purāṇa', '109843', '67%')]",,,,,,,
Bhagavata-Purana 8,GP10,3_purana/bhagp,bhp_08u,bhp_08u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/bhagp/bhp_08u.htm,144.9,y,,,,,Bhāgavata-Purāṇa 8,,,,42357,—,,,"[('Bhāgavatapurāṇa', '42357', '85%'), ('Bhāgavatamahāpurāṇa', '112276', '76%'), ('Brahmavaivarta Purāṇa', '109843', '67%')]",,,,,,,
Bhagavata-Purana 9,GP10,3_purana/bhagp,bhp_09u,bhp_09u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/bhagp/bhp_09u.htm,141.9,y,,,,,Bhāgavata-Purāṇa 9,,,,42357,—,,,"[('Bhāgavatapurāṇa', '42357', '85%'), ('Bhāgavatamahāpurāṇa', '112276', '76%'), ('Brahmavaivarta Purāṇa', '109843', '67%')]",,,,,,,
Salinatha: Rasamanjari,GS40,6_sastra/7_ayur,salrasmu,salrasmu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/7_ayur/salrasmu.htm,122.3,,,,,,Rasamañjarī,,Śālinātha,,42361,40973,,,,,,,42361,40973,,
Satapatha-Brahmana 10,GV03,1_veda/2_bra/satapath,sb_10_u,sb_10_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/2_bra/satapath/sb_10_u.htm,103.2,y,,,,,Śatapatha-Brāhmaṇa 10,,,,42380,—,,,"[('Śatapathabrāhmaṇa', '42380', '84%')]",,,,,,,
Satapatha-Brahmana 11,GV03,1_veda/2_bra/satapath,sb_11_u,sb_11_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/2_bra/satapath/sb_11_u.htm,110.4,y,,,,,Śatapatha-Brāhmaṇa 11,,,,42380,—,,,"[('Śatapathabrāhmaṇa', '42380', '84%')]",,,,,,,
Satapatha-Brahmana 13,GV03,1_veda/2_bra/satapath,sb_13_u,sb_13_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/2_bra/satapath/sb_13_u.htm,107.2,y,,,,,Śatapatha-Brāhmaṇa 13,,,,42380,—,,,"[('Śatapathabrāhmaṇa', '42380', '84%')]",,,,,,,
Satapatha-Brahmana 14,GV03,1_veda/2_bra/satapath,sb_14_u,sb_14_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/2_bra/satapath/sb_14_u.htm,188.4,y,,,,,Śatapatha-Brāhmaṇa 14,,,,42380,—,,,"[('Śatapathabrāhmaṇa', '42380', '84%')]",,,,,,,
Satapatha-Brahmana 1,GV03,1_veda/2_bra/satapath,sb_01_u,sb_01_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/2_bra/satapath/sb_01_u.htm,199.6,,,,,,Śatapatha-Brāhmaṇa 1,,,,42380,—,,,"[('Śatapathabrāhmaṇa', '42380', '86%')]",,,,,,,
Satapatha-Brahmana 2,GV03,1_veda/2_bra/satapath,sb_02_u,sb_02_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/2_bra/satapath/sb_02_u.htm,138.7,y,,,,,Śatapatha-Brāhmaṇa 2,,,,42380,—,,,"[('Śatapathabrāhmaṇa', '42380', '86%')]",,,,,,,
Satapatha-Brahmana 3,GV03,1_veda/2_bra/satapath,sb_03_u,sb_03_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/2_bra/satapath/sb_03_u.htm,208,y,,,,,Śatapatha-Brāhmaṇa 3,,,,42380,—,,,"[('Śatapathabrāhmaṇa', '42380', '86%')]",,,,,,,
Satapatha-Brahmana 4,GV03,1_veda/2_bra/satapath,sb_04_u,sb_04_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/2_bra/satapath/sb_04_u.htm,163.3,y,,,,,Śatapatha-Brāhmaṇa 4,,,,42380,—,,,"[('Śatapathabrāhmaṇa', '42380', '86%')]",,,,,,,
Satapatha-Brahmana 5,GV03,1_veda/2_bra/satapath,sb_05_u,sb_05_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/2_bra/satapath/sb_05_u.htm,0,y,,,,not actually empty,Śatapatha-Brāhmaṇa 5,,,,42380,—,,,"[('Śatapathabrāhmaṇa', '42380', '86%')]",,,,,,,
Satapatha-Brahmana 6,GV03,1_veda/2_bra/satapath,sb_06_u,sb_06_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/2_bra/satapath/sb_06_u.htm,144.2,y,,,,,Śatapatha-Brāhmaṇa 6,,,,42380,—,,,"[('Śatapathabrāhmaṇa', '42380', '86%')]",,,,,,,
Satapatha-Brahmana 7,GV03,1_veda/2_bra/satapath,sb_07_u,sb_07_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/2_bra/satapath/sb_07_u.htm,112.7,y,,,,,Śatapatha-Brāhmaṇa 7,,,,42380,—,,,"[('Śatapathabrāhmaṇa', '42380', '86%')]",,,,,,,
Satapatha-Brahmana 8,GV03,1_veda/2_bra/satapath,sb_08_u,sb_08_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/2_bra/satapath/sb_08_u.htm,128.3,y,,,,,Śatapatha-Brāhmaṇa 8,,,,42380,—,,,"[('Śatapathabrāhmaṇa', '42380', '86%')]",,,,,,,
Satapatha-Brahmana 9,GV03,1_veda/2_bra/satapath,sb_09_u,sb_09_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/2_bra/satapath/sb_09_u.htm,107.7,y,,,,,Śatapatha-Brāhmaṇa 9,,,,42380,—,,,"[('Śatapathabrāhmaṇa', '42380', '86%')]",,,,,,,
Camunda,GS40,6_sastra/7_ayur,rassanku,rassanku,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/7_ayur/rassanku.htm,43.2,,,,,,Rasasaṃketakalikā,Rasasaṅketakalikā,Cāmuṇḍa,"Kāyastha, Kāyasthacāmuṇḍa, Caṇḍa",42401,40946,,,,,"[('Rasasaṅketakalikā', '42401', '94%')]","[('Cāmuṇḍa Kāyastha', '40946', '90%')]",,,"[('Rasasaṅketakalikā', '42401')]",
Gautama-Dharmasutra,GSD37,6_sastra/4_dharma/sutra,gautdh_u,gautdh_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/4_dharma/sutra/gautdh_u.htm,85.4,,,,,,Gautama-Dharmasūtra,,,,42524,—,,,"[('Gautama dharmasūtra', '42524', '89%'), ('Āpastamba Dharmasūtra', '42520', '80%'), ('Dharmasūtra', '110528', '73%')]",,,,,,,
Gautama: Dharmasutra,GSD37,6_sastra/4_dharma/sutra,gautdhcu,gautdhcu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/4_dharma/sutra/gautdhcu.htm,105,y,,,,"Adhyayas 1-3, with comm.",Gautama-Dharmasūtra,,,,42524,—,,,"[('Gautama dharmasūtra', '42524', '89%'), ('Āpastamba Dharmasūtra', '42520', '80%'), ('Dharmasūtra', '110528', '73%')]",,,,,,,
Svetasvatara-Upanisad,GV05,1_veda/4_upa,svetu_pu,svetu_pu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/4_upa/svetu_pu.htm,18.2,,,,,,Śvetāśvatara-Upaniṣad,,,,44744,—,,,"[('Śvetāśvataropaniṣad', '44744', '90%'), ('Dīpikā on Śvetāśvatara Upaniṣad', '90026', '77%'), ('Bhāṣya on Śvetāśvatara Upaniṣad', '88689', '77%'), ('Bhāṣya on Śvetāśvatara Upaniṣad', '89781', '77%'), ('Bhāṣya on Śvetāśvatara Upaniṣad', '91697', '77%')]",,,,,,,
Svetasvatara-Upanisad,GV05,1_veda/4_upa,svetugpu,svetugpu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/4_upa/svetugpu.htm,19.6,,,y,,,Śvetāśvatara-Upaniṣad,,,,44744,—,,,"[('Śvetāśvataropaniṣad', '44744', '90%'), ('Dīpikā on Śvetāśvatara Upaniṣad', '90026', '77%'), ('Bhāṣya on Śvetāśvatara Upaniṣad', '88689', '77%'), ('Bhāṣya on Śvetāśvatara Upaniṣad', '89781', '77%'), ('Bhāṣya on Śvetāśvatara Upaniṣad', '91697', '77%')]",,,,,,,
Bhaskara: Bhagavadasayanusaranabhasya,GSP33,6_sastra/3_phil/vedanta,bhbhg_cu,bhbhg_cu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/bhbhg_cu.htm,339.5,,,,,,Bhagavadāśayānusaraṇabhāsya,,Bhāskara,,85232,88750,,,"[('Bhagavantabhāskara', '41633', '62%'), ('Bhagavadgītabhāṣya', '89938', '62%'), ('Bhagavadgītabhāṣya', '109463', '62%'), ('Bhagavadgitābhāṣya', '88637', '62%')]",,,,,,,"[('Bhāskara', '40416'), ('Bhāskara', '85232'), ('Bhāskara', '85927'), ('Bhāskara', '109454'), ('Bhāskara', '110309'), ('Bhāskara', '85309')]"
Dharmaskandha,T07,4_rellit/buddh,dhrmsk_u,dhrmsk_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/dhrmsk_u.htm,110.8,,,,,,Dharmaskandha,,,,88015,—,,,,,,,,,"[('Dharmaskandha', '88015')]",
Jaimini: Mimamsasutra,GSP28,6_sastra/3_phil/mimamsa,jaimsutu,jaimsutu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/mimamsa/jaimsutu.htm,163.7,,,,,,Mīmāṃsāsūtra,,Jaimini,,88036,85087,,,,,"[('Mīmāṃsāsūtras', '88036', '96%')]","[('Jaimini', '85087', '100%')]",,,,"[('Jaimini', '85087')]"
Jaimini: Mimamsasutra,GSP28,6_sastra/3_phil/mimamsa,msbh1-7u,msbh1-7u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/mimamsa/msbh1-7u.htm,1328.3,,,,,,Mīmāṃsāsūtra,,Jaimini,,88036,85087,,,,,"[('Mīmāṃsāsūtras', '88036', '96%')]","[('Jaimini', '85087', '100%')]",,,,"[('Jaimini', '85087')]"
Badarayana: Brahmsutra,GSP33,6_sastra/3_phil/vedanta,bbdip11u,bbdip11u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/bbdip11u.htm,343.9,,,,,Adhyaya 1 only,"Brahmasūtra: Adhyāya 1, Pāda 1",,Bādarāyaṇa,,88037,85088,,,"[('Brahmasūtrabhāṣya', '88641', '64%'), ('Brahmasūtrabhāṣya', '89940', '64%'), ('Brahmasūtrabhāṣya', '100672', '64%'), ('Brahmasūtrabhāṣya', '100685', '64%'), ('Brahmasūtrabhāṣya', '100759', '64%'), ('Brahmasūtrabhāṣyaṭīkā', '100618', '63%'), ('Brahmasūtrabhāṣyaṭīkā', '100724', '63%'), ('Brahmasūtrabhāṣyadīpikā', '90749', '60%')]",,,,,,,"[('Bādarāyaṇa', '85088')]"
Badarayana: Brahmsutra,GSP33,6_sastra/3_phil/vedanta,bbdip12u,bbdip12u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/bbdip12u.htm,167.8,y,,,,,"Brahmasūtra: Adhyāya 1, Pāda 2",,Bādarāyaṇa,,88037,85088,,,"[('Brahmasūtrabhāṣya', '88641', '64%'), ('Brahmasūtrabhāṣya', '89940', '64%'), ('Brahmasūtrabhāṣya', '100672', '64%'), ('Brahmasūtrabhāṣya', '100685', '64%'), ('Brahmasūtrabhāṣya', '100759', '64%'), ('Brahmasūtrabhāṣyaṭīkā', '100618', '63%'), ('Brahmasūtrabhāṣyaṭīkā', '100724', '63%'), ('Brahmasūtrabhāṣyadīpikā', '90749', '60%')]",,,,,,,"[('Bādarāyaṇa', '85088')]"
Badarayana: Brahmsutra,GSP33,6_sastra/3_phil/vedanta,bbdip13u,bbdip13u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/bbdip13u.htm,250.7,y,,,,,"Brahmasūtra: Adhyāya 1, Pāda 3",,Bādarāyaṇa,,88037,85088,,,"[('Brahmasūtrabhāṣya', '88641', '64%'), ('Brahmasūtrabhāṣya', '89940', '64%'), ('Brahmasūtrabhāṣya', '100672', '64%'), ('Brahmasūtrabhāṣya', '100685', '64%'), ('Brahmasūtrabhāṣya', '100759', '64%'), ('Brahmasūtrabhāṣyaṭīkā', '100618', '63%'), ('Brahmasūtrabhāṣyaṭīkā', '100724', '63%'), ('Brahmasūtrabhāṣyadīpikā', '90749', '60%')]",,,,,,,"[('Bādarāyaṇa', '85088')]"
